target_id	length	eff_length	est_counts	tpm
rlmC	1128	1129	973	21.6676
artJ	732	733	1847	63.3512
artM	669	670	2212	83.0046
artQ	717	718	2313	80.9922
artI	732	733	4243	145.533
artP	729	730	3923	135.11
ybjP	516	517	1525	74.1603
ybjQ	324	325	296	22.8982
amiD	831	832	1320	39.888
ybjS	1014	1015	2229	55.2123
ybjT	1431	1432	1793	31.4796
ltaE	1002	1003	2637	66.1
poxB	1719	1720	1421	20.771
hcr	969	970	157	4.0693
hcp	1653	1654	244	3.70891
lysO	900	901	1880	52.4596
aqpZ	696	697	109	3.93175
ybjD	1659	1660	1454	22.0216
ybjX	993	994	5878	148.674
macA	1116	1117	872	19.6271
macB	1947	1948	913	11.7835
cspD	225	226	2211	245.964
yljB	75	76	188	62.1923
clpS	321	322	334	26.0785
clpA	2277	2278	22595	249.374
serW	88	89	81	22.8816
infA	219	220	14474	1654.09
aat	705	706	948	33.7595
cydC	1722	1723	3491	50.9397
cydD	1767	1768	3481	49.501
trxB	966	967	15594	405.437
lrp	495	496	7938	402.366
ftsK	3990	3991	16021	100.925
lolA	612	613	3110	127.553
rarA	1344	1345	2379	44.4697
serS	1293	1294	20125	391.015
dmsA	2445	2446	1075	11.0495
dmsB	618	619	89	3.61486
dmsC	864	865	134	3.89476
ycaC	627	628	539	21.5785
ycaD	1149	1150	719	15.7189
ycaM	1431	1432	80	1.40456
ycaN	909	910	128	3.53639
ycaK	591	592	37	1.57135
pflA	741	742	2436	82.5402
pflB	2283	2284	84761	933.022
focA	858	859	5828	170.576
ycaO	1761	1762	7655	109.227
ycaP	693	694	88	3.18798
serC	1089	1090	24226	558.788
aroA	1284	1285	10081	197.239
ycaL	765	766	225	7.38492
cmk	684	685	16720	613.674
rpsA	1674	1675	354053	5314.29
ihfB	285	286	8106	712.578
ycaI	2265	2266	251	2.78488
msbA	1749	1750	6886	98.9284
lpxK	987	988	1403	35.702
ycaQ	1233	1234	357	7.27353
ycaR	183	184	332	45.3641
kdsB	747	748	5371	180.528
ycbJ	894	895	776	21.7987
elyC	780	781	219	7.04994
cmoM	786	787	2500	79.8652
mukF	1323	1324	2452	46.5612
mukE	705	706	1949	69.4064
mukB	4461	4462	17074	96.205
ldtD	1848	1849	2363	32.1306
mepK	549	550	6394	292.282
gloC	648	649	4508	174.635
aspC	1191	1192	31296	660.092
ompF	1089	1090	144892	3342.02
asnS	1401	1402	31497	564.824
pncB	1203	1204	16892	352.733
pepN	2613	2614	18773	180.559
ssuB	768	769	88	2.87706
ssuC	792	793	36	1.14136
ssuD	1146	1147	92	2.01658
ssuA	960	961	53	1.38658
ssuE	576	577	44	1.91721
elfA	540	541	51	2.37009
elfD	702	703	14	0.500685
elfC	2601	2602	137	1.32375
elfG	1071	1072	176	4.12772
ycbU	543	544	12	0.554593
ycbV	516	517	36	1.75067
ycbF	711	712	288	10.1696
pyrD	1011	1012	10236	254.297
zapC	543	544	1600	73.9457
ycbX	1110	1111	1782	40.3261
rlmL	2109	2110	6881	81.9901
uup	1908	1909	6271	82.5891
pqiA	1254	1255	1138	22.7977
pqiB	1641	1642	1854	28.3876
pqiC	564	565	264	11.7476
rmf	168	169	2734	406.728
fabA	519	520	3705	179.134
ycbZ	1761	1762	6864	97.9408
matP	453	454	308	17.0564
ompA	1041	1042	335169	8087.01
sulA	510	511	767	37.7369
sxy	630	631	279	11.1165
yccS	2154	2155	3428	39.9932
yccF	447	448	841	47.1965
helD	2055	2056	2555	31.2435
mgsA	459	460	4183	228.624
yccT	663	664	107	4.05142
yccU	414	415	944	57.1895
hspQ	318	319	1835	144.623
rlmI	1191	1192	2784	58.7199
yccX	279	280	63	5.65685
tusE	330	331	463	35.1678
yccA	660	661	21787	828.682
serT	88	89	25	7.06223
hyaA	1119	1120	131	2.94066
hyaB	1794	1795	242	3.38956
hyaC	708	709	49	1.73757
hyaD	588	589	59	2.51842
hyaE	399	400	42	2.63986
hyaF	858	859	87	2.54635
appC	1545	1546	548	8.91175
appB	1137	1138	286	6.31853
appX	93	94	5	1.33732
appA	1299	1300	366	7.07831
etk	2181	2182	617	7.10923
etp	447	448	24	1.34687
gfcE	1140	1141	132	2.90858
gfcD	2097	2098	219	2.6244
gfcC	747	748	40	1.34447
gfcB	645	646	15	0.583782
gfcA	306	307	176	14.4134
insA4	276	277	191.619	17.392
insB4	504	505	3848.48	191.598
cspH	213	214	16.1818	1.9011
cspG	213	214	221.037	25.9683
ymcF	189	190	30	3.96972
ymcE	231	232	2	0.216738
gnsA	174	175	71	10.2003
yccM	1074	1075	148	3.46135
torS	2745	2746	465	4.2574
torT	1029	1030	146	3.56375
torR	693	694	376	13.6214
torC	1173	1174	37	0.792366
torA	2547	2548	233	2.29905
torD	600	601	129	5.39644
cbpM	306	307	123	10.073
cbpA	921	922	1937	52.8191
yccE	1257	1258	29	0.579575
agp	1242	1243	623	12.6011
yccJ	228	229	105	11.5278
wrbA	597	598	1739	73.1123
ymdF	174	175	136	19.5386
rutG	1329	1330	219	4.13985
rutF	495	496	63	3.19338
rutE	591	592	84	3.56738
rutD	801	802	82	2.57058
rutC	387	388	49	3.17509
rutB	693	694	62	2.24608
rutA	1149	1150	220	4.80969
rutR	639	640	357	14.0243
putA	3963	3964	29674	188.206
ymdG	27	28	59	52.9768
putP	1509	1510	2290	38.1286
efeO	1128	1129	10857	241.773
efeB	1272	1273	6013	118.756
phoH	1065	1066	2538	59.8586
pgaD	414	415	46	2.78677
pgaC	1326	1327	54	1.02309
pgaB	2019	2020	49	0.609869
pgaA	2424	2425	111	1.15081
dgcT	1359	1360	212	3.91912
insF4	867	868	265.8	7.69888
insE4	300	301	196.2	16.3879
ycdU	987	988	23	0.585279
serX	88	89	81	22.8816
ghrA	939	940	3080	82.3787
ycdX	738	739	2230	75.8669
ycdY	555	556	2119	95.8183
ycdZ	492	493	918	46.8153
csgG	834	835	196	5.90149
csgF	417	418	72	4.3306
csgE	390	391	19	1.22171
csgD	651	652	226	8.71471
csgB	456	457	11	0.605158
csgA	456	457	156	8.58224
csgC	333	334	1194	89.8773
ymdA	312	313	2932	235.511
ymdB	534	535	2037	95.7259
clsC	1422	1423	1472	26.0073
opgC	1158	1159	1031	22.3649
opgG	1536	1537	14903	243.777
opgH	2544	2545	16067	158.723
yceK	228	229	491	53.9061
msyB	375	376	423	28.2842
mdtG	1227	1228	346	7.08386
lpxL	921	922	2346	63.9719
trhO	1053	1054	2442	58.2502
yceI	576	577	516	22.4836
yceJ	567	568	144	6.37391
yceO	141	142	2	0.354106
solA	1119	1120	2531	56.8154
bssS	255	256	1272	124.922
dinI	246	247	983	100.057
pyrC	1047	1048	30236	725.363
yceB	561	562	1253	56.054
grxB	648	649	5842	226.313
mdtH	1209	1210	184	3.82318
rimJ	585	586	1299	55.7319
yceH	648	649	961	37.2281
yceM	924	925	1269	34.4915
murJ	1536	1537	2001	32.7315
flgN	417	418	5860	352.463
flgM	294	295	9923	845.694
flgA	660	661	16415	624.355
flgB	417	418	32141	1933.19
flgC	405	406	12269	759.758
flgD	696	697	41926	1512.32
flgE	1209	1210	82192	1707.8
flgF	756	757	27949	928.245
flgG	783	784	34371	1102.22
flgH	699	700	9479	340.453
flgI	1098	1099	13196	301.882
flgJ	942	943	5460	145.57
flgK	1644	1645	48571	742.341
flgL	954	955	32420	853.496
rne	3186	3187	30194	238.194
yceQ	321	322	2296	179.27
rluC	960	961	3394	88.7934
yceF	585	586	808	34.6662
sraB	169	170	1892	279.811
yceD	522	523	33871	1628.24
rpmF	174	175	33289	4782.5
plsX	1071	1072	6307	147.918
fabH	954	955	10821	284.876
fabD	930	931	21503	580.686
fabG	735	736	35721	1220.22
acpP	237	238	30989	3273.58
fabF	1242	1243	46602	942.596
pabC	810	811	1010	31.3107
mltG	1023	1024	511	12.5462
tmk	642	643	1238	48.4063
holB	1005	1006	1954	48.8336
ycfH	798	799	2704	85.0848
ptsG	1434	1435	53795	942.502
fhuE	2190	2191	10673	122.472
hinT	360	361	2825	196.745
ycfL	378	379	1550	102.822
lpoB	642	643	3315	129.618
thiK	825	826	741	22.5543
nagZ	1026	1027	2442	59.7816
ycfP	543	544	2384	110.179
ndh	1305	1306	8198	157.818
ycfJ	540	541	439	20.4014
comR	633	634	1585	62.8539
bhsA	258	259	198	19.2202
ldtC	963	964	839	21.8815
mfd	3447	3448	9667	70.4882
ycfT	1074	1075	74	1.73067
lolC	1200	1201	3429	71.7822
lolD	702	703	1302	46.5637
lolE	1245	1246	3408	68.766
nagK	912	913	2578	70.9912
cobB	840	841	941	28.131
ycfZ	789	790	101	3.2143
ymfA	462	463	85	4.61562
potD	1047	1048	10838	260.004
potC	795	796	2798	88.3745
potB	828	829	4453	135.049
potA	1137	1138	8270	182.707
pepT	1227	1228	1980	40.5377
roxA	1122	1123	5166	115.656
phoQ	1461	1462	2410	41.444
phoP	672	673	3588	134.038
purB	1371	1372	33866	620.586
hflD	642	643	4698	183.694
mnmA	1107	1108	8306	188.471
nudJ	462	463	580	31.4948
rluE	654	655	1071	41.1093
icd	1251	1252	124587	2501.85
ymfD	666	667	142	5.35247
ymfE	705	706	136	4.84313
lit	894	895	324	9.10152
intE	1128	1129	127	2.82815
xisE	246	247	15	1.52681
ymfH	312	313	58	4.65882
ymfI	342	343	722	52.9219
ymfJ	309	310	152	12.3275
ymfK	675	676	857	31.8732
ymfT	201	202	45	5.60084
ymfL	558	559	84	3.77798
ymfM	339	340	22	1.62681
ymfN	1368	1369	95	1.74467
ymfR	183	184	3	0.409917
beeE	474	475	28	1.48203
ymfQ	585	586	13	0.557748
ycfK	630	631	13	0.517972
tfaP	414	415	2	0.121164
tfaE	603	604	60	2.49751
pinE	555	556	7	0.31653
mcrA	834	835	139	4.18524
iraM	324	325	56	4.33208
ymgK	45	46	6	3.27933
ymgL	111	112	2	0.448956
ycgX	405	406	33	2.04353
bluR	732	733	1433	49.1512
bluF	1212	1213	1168	24.2088
ycgZ	237	238	8	0.845094
ymgA	273	274	4	0.36703
ariR	267	268	6	0.562871
ymgC	249	250	12	1.20679
pdeG	1524	1525	33	0.544047
ymgF	219	220	10	1.1428
ymgD	330	331	261	19.8246
ymgG	345	346	73	5.30443
ymgI	174	175	3	0.430998
ymgJ	186	187	11	1.47891
minE	267	268	522	48.9697
minD	813	814	8363	258.303
minC	696	697	5836	210.511
ycgJ	369	370	363	24.6659
pliG	402	403	344	21.4608
ycgL	327	328	1354	103.786
ycgM	660	661	572	21.7564
ycgN	462	463	405	21.9921
hlyE	912	913	17	0.468134
umuD	420	421	56	3.34424
umuC	1269	1270	154	3.04866
dsbB	531	532	1866	88.1845
nhaB	1542	1543	5348	87.14
fadR	720	721	1587	55.3393
ycgB	1533	1534	393	6.44109
dadA	1299	1300	6266	121.182
dadX	1071	1072	3640	85.3687
ymgM	204	205	942	115.529
cvrA	1737	1738	3857	55.7946
ldcA	915	916	1178	32.3327
emtA	612	613	1517	62.2182
ycgR	735	736	13271	453.334
ymgE	255	256	17	1.66956
ycgY	441	442	15	0.85322
treA	1698	1699	377	5.57879
dhaM	1419	1420	4449	78.771
dhaL	633	634	1821	72.2126
dhaK	1071	1072	3963	92.944
dhaR	1920	1921	460	6.02036
ycgV	2868	2869	360	3.15474
ychF	1092	1093	7368	169.481
pth	585	586	2125	91.1703
ychH	279	280	280	25.1416
dauA	1680	1681	1193	17.8429
prs	948	949	60431	1600.98
ispE	852	853	7160	211.036
lolB	624	625	2565	103.181
hemA	1257	1258	3673	73.4061
prfA	1083	1084	3635	84.3077
prmC	834	835	831	25.0211
ychQ	393	394	431	27.5026
ychA	810	811	2025	62.7764
kdsA	855	856	8586	252.179
ldrA	108	109	283.013	65.2788
rdlA	67	68	7.16472	2.649
ldrB	108	109	11.9736	2.7618
rdlB	66	67	1.02389	0.384212
ldrC	108	109	283.013	65.2788
rdlC	68	69	35.8114	13.0486
chaA	1101	1102	2283	52.0854
chaB	231	232	42	4.55149
chaC	696	697	415	14.9695
ychN	354	355	117	8.28609
ychO	1395	1396	424	7.63612
narL	651	652	1268	48.8949
narX	1797	1798	1126	15.7449
narK	1392	1393	368	6.64185
narG	3744	3745	1928	12.9434
narH	1539	1540	407	6.64455
narJ	711	712	106	3.74298
narI	678	679	100	3.70273
ychS	276	277	398.159	36.1384
rttR	171	172	10.1107	1.4779
tpr	90	91	0	0
tyrV	85	86	181.657	53.1061
tyrT	85	86	181.657	53.1061
purU	843	844	6102	181.77
ychJ	459	460	2649	144.783
rssA	906	907	1858	51.5028
rssB	1014	1015	1040	25.7608
galU	909	910	5930	163.835
hns	414	415	49904	3023.29
tdk	618	619	761	30.9091
adhE	2676	2677	58894	553.114
ychT	54	55	18	8.22814
ychE	648	649	323	12.5127
insH21	981	982	4168.39	106.721
oppA	1632	1633	72608	1117.87
oppB	921	922	10229	278.929
oppC	909	910	11008	304.13
oppD	1014	1015	10679	264.519
oppF	1005	1006	8591	214.703
yciU	330	331	675	51.2705
clsA	1461	1462	2310	39.7243
yciY	174	175	85	12.2116
kch	1254	1255	819	16.4071
yciI	297	298	569	48.0052
tonB	720	721	3948	137.668
yciA	399	400	806	50.6602
yciB	540	541	744	34.5754
yciC	744	745	2231	75.2897
ompW	639	640	3044	119.58
yciE	507	508	91	4.5037
yciF	501	502	42	2.10348
yciG	180	181	14	1.94465
trpA	807	808	36206	1126.58
trpB	1194	1195	32133	676.045
trpC	1362	1363	16526	304.834
trpD	1596	1597	22019	346.645
trpE	1563	1564	21364	343.43
trpL	45	46	782	427.406
yciV	882	883	1051	29.925
yciO	621	622	874	35.3275
yciQ	1896	1897	307	4.06877
rluB	876	877	4995	143.195
btuR	591	592	473	20.0878
yciK	759	760	1997	66.0627
sohB	1050	1051	2626	62.818
yciN	252	253	1233	122.528
topA	2598	2599	21817	211.048
cysB	975	976	3481	89.6698
ymiA	141	142	47	8.3215
yciX	168	169	183	27.2243
ymiC	96	97	42	10.886
acnA	2676	2677	6494	60.9896
ribA	591	592	2920	124.009
pgpB	765	766	606	19.8901
lapA	309	310	859	69.6664
lapB	1170	1171	1293	27.7609
pyrF	738	739	6693	227.703
yciH	327	328	809	62.0107
osmB	219	220	606	69.2536
yciT	750	751	2633	88.1461
yciZ	174	175	822	118.093
ymiD	129	130	9	1.74057
pdeR	1986	1987	416	5.26366
ymiB	105	106	7	1.66029
rnb	1935	1936	29157	378.643
yciW	1128	1129	1835	40.8634
fabI	789	790	34172	1087.52
ycjD	354	355	127	8.9943
sapF	807	808	1100	34.2274
sapD	993	994	1790	45.275
sapC	891	892	580	16.3476
sapB	966	967	773	20.0976
sapA	1644	1645	2541	38.8357
ymjA	246	247	259	26.363
puuP	1386	1387	269	4.87605
ymjE	165	166	94	14.2368
puuA	1419	1420	1983	35.1096
puuD	765	766	718	23.5661
puuR	558	559	630	28.3348
puuC	1488	1489	477	8.05408
puuB	1281	1282	384	7.5307
puuE	1266	1267	272	5.3974
pspF	978	979	410	10.5291
pspA	669	670	803	30.1323
pspB	225	226	69	7.67596
pspC	360	361	245	17.0628
pspD	222	223	65	7.32826
pspE	315	316	163	12.9686
ycjM	1680	1681	17	0.254257
ycjN	1293	1294	7	0.136005
ycjO	882	883	6	0.170837
ycjP	843	844	37	1.10218
ycjQ	1053	1054	114	2.7193
ycjR	789	790	84	2.67328
ycjS	1056	1057	124	2.94943
ycjT	2268	2269	133	1.4737
ycjU	660	661	17	0.646606
ompG	906	907	7	0.194036
ycjW	999	1000	438	11.012
ycjX	1398	1399	595	10.6928
ycjF	1062	1063	414	9.79172
tyrR	1542	1543	3260	53.1183
tpx	507	508	46944	2323.32
ycjG	966	967	645	16.7697
mpaA	729	730	1045	35.9903
ymjC	183	184	35	4.78236
ymjD	66	67	0	0
ycjY	921	922	106	2.89046
pgrR	900	901	252	7.03182
mppA	1614	1615	1268	19.7396
ynaI	1032	1033	606	14.7491
insH4	981	982	4168.39	106.721
ynaJ	258	259	1200	116.486
uspE	951	952	4194	110.76
fnr	753	754	17917	597.429
ogt	516	517	404	19.6464
abgT	1527	1528	106	1.74411
abgB	1446	1447	254	4.41324
abgA	1311	1312	200	3.83255
abgR	909	910	199	5.49799
mcaS	94	95	0	0
smrA	564	565	544	24.2071
dgcM	1233	1234	322	6.56044
ynaN	48	49	1	0.513093
zntB	984	985	1172	29.9146
fnrS	122	123	39	7.97171
ynaL	174	175	77	11.0623
dbpA	1374	1375	1171	21.4115
ttcA	936	937	4826	129.491
intR	1236	1237	764	15.528
xisR	216	217	8	0.926878
rcbA	210	211	0.000219977	2.62112e-05
ralA	179	180	0.99978	0.139645
ralR	195	196	0	0
recT	810	811	73	2.26305
recE	2601	2602	200	1.93248
racC	276	277	11	0.998401
ydaE	171	172	2	0.292344
kilR	222	223	2	0.225485
sieB	489	490	28	1.43666
ydaF	156	157	3	0.480412
ydaG	135	136	21	3.88215
racR	477	478	1924	101.197
ydaS	297	298	47	3.96528
ydaT	423	424	45	2.66833
ydaU	858	859	49	1.43415
ydaV	747	748	22	0.739457
ydaW	561	562	53	2.371
rzoR	186	187	2	0.268894
trkG	1458	1459	430	7.40978
ynaK	264	265	33	3.13083
ydaY	360	361	46	3.20363
ynaA	1029	1030	44	1.07401
insH5	981	982	328.627	8.41365
stfR	3363	3364	176	1.31537
tfaR	576	577	21.3044	0.928295
pinR	591	592	62.2987	2.64575
ynaE	234	235	30.2727	3.23874
ynaM	114	115	63.9794	13.9873
uspF	435	436	925	53.3393
ompN	1134	1135	69	1.52843
micC	111	112	3	0.673434
ydbK	3525	3526	7509	53.5417
ydbJ	267	268	700	65.6682
hslJ	423	424	951	56.3906
ldhA	990	991	1098	27.8561
ydbH	2640	2641	888	8.4535
ynbE	186	187	61	8.20126
ydbL	327	328	144	11.0378
feaR	906	907	207	5.73793
feaB	1500	1501	384	6.43195
tynA	2274	2275	183	2.02238
paaZ	2046	2047	41	0.503568
paaA	930	931	46	1.24222
paaB	288	289	0	0
paaC	747	748	24	0.806681
paaD	498	499	31	1.5619
paaE	1071	1072	33	0.773947
paaF	768	769	41	1.34045
paaG	789	790	23	0.731969
paaH	1428	1429	48	0.844503
paaI	423	424	31	1.83818
paaJ	1206	1207	196	4.08264
paaK	1314	1315	318	6.07986
paaX	951	952	462	12.201
paaY	591	592	97	4.11948
ynbG	66	67	0	0
insD2	906	907	352.833	9.78035
insC2	366	367	284.167	19.467
insI2	1152	1153	480.141	10.4696
pdxI	861	862	230	6.7083
ydbD	2307	2308	31	0.33769
ynbA	606	607	7	0.289936
ynbB	897	898	0	0
ynbC	1758	1759	72	1.0291
ynbD	1293	1294	113	2.19551
azoR	606	607	1327	54.9635
hrpA	3903	3904	6934	44.6546
ydcF	801	802	1682	52.7283
aldA	1440	1441	4111	71.7258
cybB	531	532	1711	80.8594
rydC	65	66	364	138.659
ydcA	174	175	75	10.775
yncP	69	70	1	0.359165
hokB	150	151	0	0
mokB	168	169	61	9.07476
sokB	56	57	10	4.4108
trg	1641	1642	2885	44.1738
ydcI	924	925	2277	61.889
ydcJ	1344	1345	120	2.24311
opgD	1656	1657	3562	54.046
ydcH	225	226	44	4.89482
rimL	540	541	403	18.7284
ydcK	981	982	112	2.86747
tehA	993	994	520	13.1525
tehB	594	595	992	41.9167
ydcL	669	670	882	33.0968
insQ	1149	1150	900	19.676
ydcO	1176	1177	149	3.18275
sutR	537	538	322	15.0475
rlhA	1962	1963	4304	55.1244
yncJ	231	232	77	8.34439
hicA	177	178	173	24.4353
hicB	417	418	292	17.563
ydcR	1407	1408	897	16.017
ydcS	1146	1147	95	2.08234
ydcT	1014	1015	49	1.21373
ydcU	942	943	96	2.55948
ydcV	795	796	40	1.26339
patD	1425	1426	339	5.97685
yncL	96	97	217	56.2445
ortT	174	175	123	17.6709
ydcY	234	235	1500	160.478
ydcZ	450	451	186	10.3688
mnaT	519	520	280	13.5378
curA	1038	1039	266	6.43662
mcbR	666	667	32	1.20619
yncD	2103	2104	2154	25.739
yncE	1062	1063	43741	1034.54
ansP	1500	1501	1048	17.5539
yncG	618	619	30	1.21849
yncH	213	214	3	0.352452
ydcD	483	484	21	1.09085
yncO	186	187	6	0.806681
ydcC	1137	1138	14.3392	0.316791
pptA	234	235	239	25.5695
yddH	570	571	50	2.20154
nhoA	846	847	241	7.15362
yddE	894	895	947	26.6023
narV	681	682	68	2.50678
narW	696	697	43	1.55106
narY	1545	1546	173	2.81338
narZ	3741	3742	291	1.95516
narU	1389	1390	52	0.940547
yddK	957	958	0	0
yddL	291	292	0	0
yddG	882	883	409	11.6454
fdnG	3048	3049	602	4.96399
fdnH	885	886	121	3.43355
fdnI	654	655	78	2.99396
yddM	285	286	348	30.5918
adhP	1011	1012	645	16.024
maeA	1698	1699	13375	197.921
sra	138	139	1411	255.214
bdm	216	217	291	33.7152
osmC	432	433	1284	74.5537
ddpF	927	928	196	5.31007
ddpD	987	988	192	4.88581
ddpC	897	898	127	3.55565
ddpB	1023	1024	197	4.8368
ddpA	1551	1552	1111	17.9976
ddpX	582	583	696	30.0146
dosP	2400	2401	482	5.04716
dosC	1383	1384	256	4.65046
yddY	42	43	11	6.43156
digH	1320	1321	1112	21.1638
gadC	1536	1537	1004	16.423
gadB	1401	1402	1526.72	27.3781
pqqL	2796	2797	1679	15.0921
yddB	2373	2374	688	7.28618
yddA	1686	1687	235	3.50223
yneP	123	124	0.0479514	0.00972236
ydeM	1158	1159	8.95205	0.194192
ydeN	1683	1684	137	2.04536
ydeO	762	763	78	2.57017
safA	198	199	8	1.01072
ydeP	2280	2281	508	5.59926
ydeQ	915	916	22	0.603836
ydeR	504	505	15	0.746779
ydeS	531	532	6	0.283551
ydeT	1149	1150	30	0.655867
hipA	1323	1324	326	6.19044
hipB	267	268	125	11.7265
lsrK	1593	1594	198	3.12298
lsrR	954	955	249	6.55523
lsrA	1536	1537	61	0.99781
lsrC	1029	1030	66	1.61101
lsrD	993	994	37	0.935853
lsrB	1023	1024	68	1.66956
lsrF	876	877	71	2.03541
lsrG	291	292	39	3.35795
tam	759	760	311	10.2882
yneE	915	916	919	25.2239
uxaB	1452	1453	126	2.1802
dgcF	948	949	337	8.92803
yneG	360	361	667	46.4527
glsB	927	928	1120	30.3433
sad	1389	1390	643	11.6302
yneJ	882	883	240	6.83349
yneK	1116	1117	15	0.337622
ydeA	1191	1192	1195	25.2048
marC	666	667	207	7.80255
marR	435	436	103	5.9394
marA	384	385	259	16.9134
marB	219	220	145	16.5706
eamA	900	901	565	15.7658
ydeE	1188	1189	543	11.4818
mgtS	96	97	520	134.779
mgtT	105	106	13	3.0834
mgrR	98	99	11	2.79351
dgcZ	891	892	186	5.24252
ydeI	393	394	39	2.48863
ydeJ	519	520	137	6.62383
dcp	2046	2047	5757	70.7083
ydfG	747	748	3349	112.566
ydfH	687	688	1963	71.7338
ydfZ	204	205	657	80.5756
ydfI	1461	1462	163	2.80306
ydfJ	1284	1285	28	0.547832
ynfT	114	115	43.0206	9.40526
ydfK	234	235	6.72727	0.71972
pinQ	591	592	54.7013	2.3231
tfaQ	576	577	10.6956	0.466037
stfQ	963	964	57	1.48659
nohA	570	571	25.8239	1.13704
ynfO	234	235	28	2.99559
ydfO	411	412	33	2.01377
gnsB	174	175	760	109.186
ynfN	156	157	1	0.160137
ynfR	66	67	1	0.375247
ynfQ	189	190	1	0.132324
cspI	213	214	8	0.939871
rzpQ	498	499	4	0.201535
rzoQ	255	256	0	0
rrrQ	534	535	5	0.234968
ydfR	312	313	15	1.20487
essQ	216	217	0	0
ynfU	171	172	142	20.7564
cspB	216	217	207.963	24.0945
cspF	213	214	161.818	19.011
ynfS	90	91	127	35.0877
ydfT	753	754	57	1.90062
ydfU	1050	1051	45	1.07647
rem	252	253	36	3.57745
hokD	156	157	189	30.2659
relE	288	289	281	24.4456
relB	240	241	521	54.3517
ydfV	306	307	190	15.5599
flxA	333	334	470	35.3788
ydfW	150	151	50	8.32502
ydfX	291	292	23	1.98033
dicC	231	232	5	0.541844
dicA	408	409	1072	65.8967
ydfA	156	157	24	3.84329
ydfB	129	130	4	0.773586
ydfC	219	220	57	6.51395
dicF	53	54	0	0
dicB	189	190	8	1.05859
ydfD	192	193	9	1.1724
ynfP	111	112	0	0
rspB	1020	1021	23	0.566362
rspA	1215	1216	83	1.71608
ynfA	327	328	130	9.96464
ynfB	342	343	2081	152.535
speG	561	562	2227	99.6268
ynfC	711	712	237	8.36875
ynfD	306	307	377	30.8742
ynfE	2427	2428	597	6.18184
ynfF	2424	2425	447	4.63434
ynfG	618	619	124	5.03643
ynfH	855	856	402	11.8071
dmsD	615	616	1059	43.2222
clcB	1257	1258	172	3.43748
ynfK	696	697	1329	47.9385
mlc	1221	1222	1764	36.2927
ynfL	894	895	164	4.60694
ynfM	1254	1255	2084	41.749
asr	309	310	138	11.192
ydgU	84	85	6	1.7747
ydgD	822	823	496	15.1521
mdtI	330	331	41	3.11421
mdtJ	366	367	91	6.23401
ydgV	102	103	140	34.173
tqsA	1035	1036	197	4.78078
pntB	1389	1390	10947	198.003
pntA	1533	1534	13690	224.373
ydgH	945	946	4577	121.642
ydgI	1383	1384	1194	21.69
folM	723	724	667	23.1622
ydgC	336	337	329	24.5447
rstA	720	721	1544	53.8399
rstB	1302	1303	1147	22.1315
tus	930	931	761	20.5507
fumC	1404	1405	2241	40.1012
fumA	1647	1648	5444	83.0526
manA	1176	1177	5838	124.704
ydgA	1509	1510	6886	114.652
uidC	1266	1267	5	0.0992169
uidB	1374	1375	38	0.694821
uidA	1812	1813	72	0.998451
uidR	591	592	619	26.2882
hdhA	768	769	820	26.8089
malI	1029	1030	147	3.58816
malX	1593	1594	370	5.83587
malY	1173	1174	788	16.8753
add	1002	1003	1076	26.9714
ydgJ	1041	1042	3805	91.8077
blr	126	127	167	33.0602
cnu	216	217	170	19.6961
ydgK	441	442	842	47.8941
rsxA	582	583	768	33.1196
rsxB	579	580	536	23.2343
rsxC	2223	2224	3843	43.4438
rsxD	1059	1060	1395	33.0872
rsxG	621	622	655	26.4754
rsxE	696	697	1015	36.6122
nth	636	637	425	16.7742
dtpA	1503	1504	11110	185.72
gstA	606	607	2230	92.3652
pdxY	864	865	3443	100.072
tyrS	1275	1276	15030	296.142
pdxH	657	658	4313	164.796
mliC	330	331	254	19.2929
anmK	1110	1111	1187	26.8614
slyB	468	469	12517	670.995
slyA	435	436	1720	99.1823
ydhI	237	238	88	9.29604
ydhJ	858	859	303	8.86832
ydhK	2013	2014	375	4.68127
sodC	522	523	357	17.1616
ydhF	897	898	1081	30.2651
ydhL	240	241	80	8.34574
nemR	600	601	262	10.9602
nemA	1098	1099	1369	31.3183
gloA	408	409	1721	105.791
rnt	648	649	2302	89.177
lhr	4617	4618	1861	10.1318
grxD	348	349	5443	392.107
mepH	816	817	1378	42.4052
sodB	582	583	7028	303.079
ydhP	1170	1171	731	15.6947
cydH	90	91	149	41.1658
purR	1026	1027	7015	171.731
ydhB	933	934	255	6.86413
ydhC	1212	1213	706	14.6331
cfa	1149	1150	6412.27	140.186
ribC	642	643	1868	73.0395
mdtK	1374	1375	1586	28.9996
ydhQ	1257	1258	1951	38.9914
valV	77	78	17.0404	5.49258
valW	77	78	49.2383	15.8709
ydhR	306	307	402	32.9215
ydhS	1605	1606	254	3.97631
ydhT	813	814	56	1.72964
ydhU	786	787	65	2.07649
ydhX	669	670	89	3.3397
ydhW	648	649	45	1.74325
ydhV	2103	2104	67	0.80061
ydhY	627	628	16	0.640549
fumD	210	211	113	13.4644
pykF	1413	1414	42213	750.566
lpp	237	238	292394	30887.6
ldtE	1005	1006	882	22.0426
sufE	417	418	679	40.84
sufS	1221	1222	2679	55.118
sufD	1272	1273	3227.6	63.7446
sufC	747	748	1253.4	42.1288
sufB	1488	1489	3783	63.8754
sufA	369	370	736	50.0113
