target_id	length	eff_length	est_counts	tpm
rybB	79	80	59	6.78473
ybjL	1686	1687	8068	43.9968
ybjM	378	379	276	6.69947
grxA	258	259	168	5.96733
ybjC	288	289	627	19.9591
nfsA	723	724	1377	17.4971
rimK	903	904	2131	21.6863
ybjN	477	478	2779	53.4849
potF	1113	1114	3271	27.0126
potG	1134	1135	1113	9.02131
potH	954	955	662	6.37713
potI	846	847	644	6.99476
ybjO	489	490	1095	20.5584
rlmC	1128	1129	2919	23.7854
artJ	732	733	2427	30.4604
artM	669	670	1854	25.4569
artQ	717	718	2689	34.4538
artI	732	733	4958	62.2262
artP	729	730	5941	74.8699
ybjP	516	517	2026	36.0512
ybjQ	324	325	708	20.041
amiD	831	832	2299	25.4206
ybjS	1014	1015	5245	47.539
ybjT	1431	1432	2632	16.9088
ltaE	1002	1003	3460	31.7355
poxB	1719	1720	4256	22.7637
hcr	969	970	432	4.09716
hcp	1653	1654	467	2.59748
lysO	900	901	2463	25.1484
aqpZ	696	697	701	9.25243
ybjD	1659	1660	7903	43.798
ybjX	993	994	52953	490.089
macA	1116	1117	927	7.63479
macB	1947	1948	1952	9.21852
cspD	225	226	5980	243.424
yljB	75	76	572	69.2393
clpS	321	322	798	22.7991
clpA	2277	2278	56059	226.393
serW	88	89	890	91.9963
infA	219	220	13376	559.338
aat	705	706	2379	30.9999
cydC	1722	1723	3891	20.7753
cydD	1767	1768	5625	29.2692
trxB	966	967	16756	159.41
lrp	495	496	8506	157.766
ftsK	3990	3991	21005	48.4185
lolA	612	613	3355	50.3503
rarA	1344	1345	3051	20.8685
serS	1293	1294	14633	104.033
dmsA	2445	2446	1133	4.26132
dmsB	618	619	262	3.89387
dmsC	864	865	541	5.75376
ycaC	627	628	5532	81.0388
ycaD	1149	1150	4721	37.7665
ycaM	1431	1432	445	2.85882
ycaN	909	910	494	4.99409
ycaK	591	592	237	3.68296
pflA	741	742	3907	48.4406
pflB	2283	2284	44301	178.438
focA	858	859	3999	42.8281
ycaO	1761	1762	2435	12.7135
ycaP	693	694	1462	19.3802
serC	1089	1090	11483	96.9168
aroA	1284	1285	3170	22.6948
ycaL	765	766	363	4.35962
cmk	684	685	42911	576.3
rpsA	1674	1675	501508	2754.44
ihfB	285	286	21424	689.136
ycaI	2265	2266	2194	8.90732
msbA	1749	1750	17643	92.7481
lpxK	987	988	4331	40.3275
ycaQ	1233	1234	1701	12.6812
ycaR	183	184	742	37.0985
kdsB	747	748	6183	76.0445
ycbJ	894	895	1371	14.0924
elyC	780	781	780	9.18785
cmoM	786	787	4510	52.7196
mukF	1323	1324	4787	33.2618
mukE	705	706	2464	32.1075
mukB	4461	4462	14801	30.5163
ldtD	1848	1849	6283	31.2608
mepK	549	550	17641	295.074
gloC	648	649	11469	162.574
aspC	1191	1192	21926	169.221
ompF	1089	1090	39846.5	336.305
asnS	1401	1402	29024	190.449
pncB	1203	1204	20915	159.809
pepN	2613	2614	15054	52.9806
ssuB	768	769	189	2.26103
ssuC	792	793	145	1.68215
ssuD	1146	1147	232	1.86078
ssuA	960	961	104	0.99559
ssuE	576	577	100	1.59439
elfA	540	541	124	2.1086
elfD	702	703	97	1.26937
elfC	2601	2602	1118	3.9528
elfG	1071	1072	731	6.27326
ycbU	543	544	135	2.283
ycbV	516	517	200	3.55885
ycbF	711	712	750	9.69062
pyrD	1011	1012	3124	28.3989
zapC	543	544	9451	159.827
ycbX	1110	1111	3214	26.6135
rlmL	2109	2110	12616	55.0059
uup	1908	1909	8067	38.8755
pqiA	1254	1255	3011	22.0718
pqiB	1641	1642	3357	18.8083
pqiC	564	565	799	13.0097
rmf	168	169	34864	1897.85
fabA	519	520	5856	103.602
ycbZ	1761	1762	10680	55.7617
matP	453	454	1272	25.7752
ompA	1041	1042	960633	8481.26
sulA	510	511	2471	44.4859
sxy	630	631	854	12.4508
yccS	2154	2155	10252	43.7655
yccF	447	448	1628	33.4308
helD	2055	2056	4998	22.3637
mgsA	459	460	3125	62.4975
yccT	663	664	483	6.6919
yccU	414	415	1996	44.2469
hspQ	318	319	6651	191.808
rlmI	1191	1192	4918	37.9562
yccX	279	280	311	10.2182
tusE	330	331	1129	31.3788
yccA	660	661	40888	569.069
serT	88	89	193	19.9498
hyaA	1119	1120	407	3.34308
hyaB	1794	1795	568	2.91108
hyaC	708	709	191	2.47832
hyaD	588	589	262	4.0922
hyaE	399	400	118	2.71389
hyaF	858	859	287	3.07368
appC	1545	1546	12063	71.7821
appB	1137	1138	5511	44.5511
appX	93	94	24	2.34884
appA	1299	1300	5126	36.2749
etk	2181	2182	1953	8.23413
etp	447	448	130	2.66954
gfcE	1140	1141	386	3.11223
gfcD	2097	2098	906	3.97277
gfcC	747	748	204	2.50899
gfcB	645	646	199	2.83394
gfcA	306	307	1066	31.944
insA4	276	277	1334.01	44.3047
insB4	504	505	11323.9	206.289
cspH	213	214	141.5	6.08292
cspG	213	214	4440.55	190.894
ymcF	189	190	1416	68.5615
ymcE	231	232	19	0.753418
gnsA	174	175	55	2.89131
yccM	1074	1075	424	3.62851
torS	2745	2746	2526	8.46259
torT	1029	1030	524	4.6802
torR	693	694	718	9.51777
torC	1173	1174	136	1.06572
torA	2547	2548	875	3.15921
torD	600	601	620	9.49047
cbpM	306	307	311	9.3195
cbpA	921	922	2649	26.4315
yccE	1257	1258	98	0.716664
agp	1242	1243	1737	12.8558
yccJ	228	229	656	26.3535
wrbA	597	598	4466	68.7049
ymdF	174	175	1765	92.7849
rutG	1329	1330	664	4.5929
rutF	495	496	106	1.96605
rutE	591	592	124	1.92695
rutD	801	802	121	1.38797
rutC	387	388	55	1.30407
rutB	693	694	96	1.27257
rutA	1149	1150	66	0.527979
rutR	639	640	1587	22.8122
putA	3963	3964	16110	37.388
ymdG	27	28	229	75.2398
putP	1509	1510	4541	27.6659
efeO	1128	1129	5426	44.2136
efeB	1272	1273	3717	26.8618
phoH	1065	1066	23258	200.718
pgaD	414	415	654	14.4977
pgaC	1326	1327	346	2.3987
pgaB	2019	2020	329	1.49836
pgaA	2424	2425	806	3.05769
dgcT	1359	1360	423	2.86136
insF4	867	868	1896.8	20.1035
insE4	300	301	576	17.6046
ycdU	987	988	229	2.1323
serX	88	89	890	91.9963
ghrA	939	940	4970	48.6406
ycdX	738	739	4035	50.2307
ycdY	555	556	3359	55.5783
ycdZ	492	493	2453	45.7742
csgG	834	835	667	7.34869
csgF	417	418	108	2.37694
csgE	390	391	96	2.25873
csgD	651	652	647	9.12908
csgB	456	457	43	0.865611
csgA	456	457	312	6.28071
csgC	333	334	99	2.72684
ymdA	312	313	194	5.70201
ymdB	534	535	1468	25.2431
clsC	1422	1423	2020	13.0592
opgC	1158	1159	1260	10.0013
opgG	1536	1537	15231	91.1643
opgH	2544	2545	14930	53.9688
yceK	228	229	2344	94.1657
msyB	375	376	2789	68.2388
mdtG	1227	1228	1510	11.3122
lpxL	921	922	5092	50.8075
trhO	1053	1054	7208	62.9136
yceI	576	577	579	9.23152
yceJ	567	568	196	3.17452
yceO	141	142	36	2.3323
solA	1119	1120	1909	15.6804
bssS	255	256	5971	214.574
dinI	246	247	680	25.3269
pyrC	1047	1048	16753	147.062
yceB	561	562	2495	40.8418
grxB	648	649	5369	76.106
mdtH	1209	1210	1100	8.3633
rimJ	585	586	1974	30.9899
yceH	648	649	2162	30.6465
yceM	924	925	3355	33.3673
murJ	1536	1537	3619	21.6613
flgN	417	418	1280	28.1711
flgM	294	295	1956	60.9982
flgA	660	661	628	8.74035
flgB	417	418	591	13.0071
flgC	405	406	343	7.7721
flgD	696	697	925	12.209
flgE	1209	1210	1648	12.5297
flgF	756	757	713	8.66491
flgG	783	784	707	8.2961
flgH	699	700	245	3.21987
flgI	1098	1099	336	2.81263
flgJ	942	943	269	2.62429
flgK	1644	1645	6177	34.5448
flgL	954	955	4009	38.6192
rne	3186	3187	32993	95.238
yceQ	321	322	6045	172.707
rluC	960	961	5757	55.1116
yceF	585	586	2341	36.7514
sraB	169	170	5613	303.75
yceD	522	523	103482	1820.26
rpmF	174	175	73111	3843.4
plsX	1071	1072	17197	147.58
fabH	954	955	16524	159.178
fabD	930	931	17402	171.957
fabG	735	736	25657	320.7
acpP	237	238	46449	1795.44
fabF	1242	1243	114845	849.985
pabC	810	811	3446	39.0899
mltG	1023	1024	2835	25.4697
tmk	642	643	2888	41.3196
holB	1005	1006	3526	32.2444
ycfH	798	799	3733	42.9815
ptsG	1434	1435	15551	99.6958
fhuE	2190	2191	1801	7.56209
hinT	360	361	3324	84.708
ycfL	378	379	2141	51.9694
lpoB	642	643	4246	60.749
thiK	825	826	1440	16.0381
nagZ	1026	1027	2969	26.5956
ycfP	543	544	2793	47.2327
ndh	1305	1306	7692	54.1834
ycfJ	540	541	6405	108.916
comR	633	634	4358	63.2366
bhsA	258	259	1129	40.1019
ldtC	963	964	1502	14.3339
mfd	3447	3448	7654	20.4217
ycfT	1074	1075	268	2.29349
lolC	1200	1201	5393	41.3103
lolD	702	703	2079	27.2063
lolE	1245	1246	4281	31.608
nagK	912	913	3238	32.627
cobB	840	841	1825	19.9635
ycfZ	789	790	197	2.29409
ymfA	462	463	166	3.29836
potD	1047	1048	8796	77.2137
potC	795	796	1345	15.5446
potB	828	829	2032	22.5496
potA	1137	1138	6970	56.3457
pepT	1227	1228	3678	27.5539
roxA	1122	1123	27697	226.894
phoQ	1461	1462	64201	403.985
phoP	672	673	75722	1035.09
purB	1371	1372	14407	96.6028
hflD	642	643	4510	64.5262
mnmA	1107	1108	10506	87.2304
nudJ	462	463	1042	20.7041
rluE	654	655	2059	28.9191
icd	1251	1252	94315	693.022
ymfD	666	667	116	1.59994
ymfE	705	706	108	1.40731
lit	894	895	240	2.46694
intE	1128	1129	543	4.42462
xisE	246	247	65	2.42096
ymfH	312	313	216	6.34863
ymfI	342	343	927	24.8631
ymfJ	309	310	436	12.9388
ymfK	675	676	1594	21.6926
ymfT	201	202	113	5.14633
ymfL	558	559	263	4.32827
ymfM	339	340	53	1.43406
ymfN	1368	1369	227	1.52543
ymfR	183	184	13	0.649974
beeE	474	475	92	1.78182
ymfQ	585	586	91	1.42861
ycfK	630	631	124	1.80785
tfaP	414	415	65	1.44091
tfaE	603	604	489	7.44805
pinE	555	556	63	1.0424
mcrA	834	835	372	4.09852
iraM	324	325	11206	317.203
ymgK	45	46	2172	434.383
ymgL	111	112	444	36.47
ycgX	405	406	878	19.8948
bluR	732	733	4024	50.5038
bluF	1212	1213	2167	16.435
ycgZ	237	238	176	6.80309
ymgA	273	274	84	2.82032
ariR	267	268	79	2.71183
ymgC	249	250	82	3.01748
pdeG	1524	1525	289	1.74341
ymgF	219	220	41	1.71448
ymgD	330	331	477	13.2575
ymgG	345	346	126	3.35015
ymgI	174	175	6	0.315416
ymgJ	186	187	65	3.19773
minE	267	268	949	32.5763
minD	813	814	8179	92.4371
minC	696	697	8733	115.266
ycgJ	369	370	940	23.372
pliG	402	403	973	22.2115
ycgL	327	328	2413	67.679
ycgM	660	661	2336	32.5119
ycgN	462	463	1594	31.6722
hlyE	912	913	88	0.886711
umuD	420	421	251	5.48482
umuC	1269	1270	741	5.36766
dsbB	531	532	4608	79.684
nhaB	1542	1543	6626	39.5054
fadR	720	721	3240	41.3409
ycgB	1533	1534	2073	12.4321
dadA	1299	1300	6595	46.6704
dadX	1071	1072	4168	35.7687
ymgM	204	205	633	28.4067
cvrA	1737	1738	3084	16.3243
ldcA	915	916	2083	20.9201
emtA	612	613	2501	37.5339
ycgR	735	736	2776	34.6986
ymgE	255	256	226	8.12155
ycgY	441	442	161	3.351
treA	1698	1699	1446	7.8297
dhaM	1419	1420	4274	27.6896
dhaL	633	634	1339	19.4295
dhaK	1071	1072	2350	20.1671
dhaR	1920	1921	1367	6.54654
ycgV	2868	2869	2191	7.02558
ychF	1092	1093	6959	58.5729
pth	585	586	2848	44.7108
ychH	279	280	430	14.128
dauA	1680	1681	2178	11.9196
prs	948	949	42082	407.944
ispE	852	853	10301	111.097
lolB	624	625	2117	31.161
hemA	1257	1258	9326	68.2001
prfA	1083	1084	4179	35.4661
prmC	834	835	1491	16.4271
ychQ	393	394	618	14.4299
ychA	810	811	5311	60.2457
kdsA	855	856	14253	153.18
ldrA	108	109	589.644	49.7661
rdlA	67	68	21	2.84106
ldrB	108	109	143.712	12.1294
rdlB	66	67	3	0.411924
ldrC	108	109	589.644	49.7661
rdlC	68	69	301	40.1317
chaA	1101	1102	7042	58.7875
chaB	231	232	391	15.5046
chaC	696	697	2499	32.984
ychN	354	355	439	11.3764
ychO	1395	1396	1415	9.32484
narL	651	652	1903	26.8511
narX	1797	1798	3676	18.8086
narK	1392	1393	595	3.92949
narG	3744	3745	4166	10.2338
narH	1539	1540	1570	9.37884
narJ	711	712	503	6.49918
narI	678	679	486	6.58471
ychS	276	277	5469.31	181.645
rttR	171	172	989.667	52.9336
tpr	90	91	0	0
tyrV	85	86	1644.25	175.889
tyrT	85	86	1644.25	175.889
purU	843	844	4464	48.6578
ychJ	459	460	3623	72.4571
rssA	906	907	4268	43.29
rssB	1014	1015	3050	27.6442
galU	909	910	5889	59.5348
hns	414	415	79627	1765.15
tdk	618	619	2651	39.3994
adhE	2676	2677	30895	106.172
ychT	54	55	55	9.19963
ychE	648	649	1920	27.2162
insH21	981	982	19150.8	179.409
oppA	1632	1633	103841	584.996
oppB	921	922	14980	149.469
oppC	909	910	14134	142.887
oppD	1014	1015	13847	125.505
oppF	1005	1006	13690	125.192
yciU	330	331	1426	39.6335
clsA	1461	1462	5847	36.7922
yciY	174	175	921	48.4163
kch	1254	1255	2081	15.2545
yciI	297	298	1318	40.6883
tonB	720	721	6324	80.6914
yciA	399	400	1875	43.1233
yciB	540	541	1669	28.3811
yciC	744	745	3277	40.466
ompW	639	640	1675	24.0772
yciE	507	508	125	2.26369
yciF	501	502	120	2.19912
yciG	180	181	99	5.03184
trpA	807	808	2929	33.3487
trpB	1194	1195	3297	25.3817
trpC	1362	1363	2394	16.1584
trpD	1596	1597	2113	12.1721
trpE	1563	1564	1256	7.38794
trpL	45	46	86	17.1993
yciV	882	883	2110	21.9833
yciO	621	622	1641	24.2711
yciQ	1896	1897	1286	6.23654
rluB	876	877	6228	65.331
btuR	591	592	949	14.7474
yciK	759	760	1945	23.5438
sohB	1050	1051	5738	50.226
yciN	252	253	4032	146.612
topA	2598	2599	25216	89.2566
cysB	975	976	6297	59.3546
ymiA	141	142	612	39.6491
yciX	168	169	1647	89.6556
ymiC	96	97	285	27.0298
acnA	2676	2677	9953	34.2039
ribA	591	592	3991	62.0198
pgpB	765	766	2106	25.293
lapA	309	310	3071	91.1357
lapB	1170	1171	6426	50.4841
pyrF	738	739	8460	105.316
yciH	327	328	1271	35.6486
osmB	219	220	2764	115.581
yciT	750	751	2103	25.7614
yciZ	174	175	890	46.7867
ymiD	129	130	33	2.33529
pdeR	1986	1987	11661	53.9894
ymiB	105	106	32	2.77725
rnb	1935	1936	14780	70.2327
yciW	1128	1129	4085	33.2865
fabI	789	790	22209	258.626
ycjD	354	355	480	12.4389
sapF	807	808	873	9.9397
sapD	993	994	1306	12.0872
sapC	891	892	636	6.55938
sapB	966	967	893	8.49563
sapA	1644	1645	3087	17.264
ymjA	246	247	732	27.2637
puuP	1386	1387	816	5.41233
ymjE	165	166	224	12.414
puuA	1419	1420	2615	16.9416
puuD	765	766	3407	40.9179
puuR	558	559	1752	28.8332
puuC	1488	1489	1040	6.42553
puuB	1281	1282	524	3.76022
puuE	1266	1267	564	4.09518
pspF	978	979	711	6.68124
pspA	669	670	3956	54.319
pspB	225	226	481	19.5797
pspC	360	361	1638	41.7424
pspD	222	223	551	22.7309
pspE	315	316	909	26.4635
ycjM	1680	1681	62	0.339308
ycjN	1293	1294	40	0.284378
ycjO	882	883	60	0.625116
ycjP	843	844	76	0.828403
ycjQ	1053	1054	155	1.35289
ycjR	789	790	152	1.77006
ycjS	1056	1057	241	2.09755
ycjT	2268	2269	399	1.61774
ycjU	660	661	44	0.612381
ompG	906	907	171	1.73444
ycjW	999	1000	1005	9.24563
ycjX	1398	1399	1920	12.6257
ycjF	1062	1063	1265	10.9478
tyrR	1542	1543	4850	28.9165
tpx	507	508	46842	848.286
ycjG	966	967	2795	26.5905
mpaA	729	730	4030	50.787
ymjC	183	184	137	6.84973
ymjD	66	67	0	0
ycjY	921	922	453	4.51999
pgrR	900	901	1241	12.6712
mppA	1614	1615	2712	15.4485
ynaI	1032	1033	3929	34.9907
insH4	981	982	19150.8	179.409
ynaJ	258	259	4044	143.642
uspE	951	952	11130	107.555
fnr	753	754	28433	346.914
ogt	516	517	976	17.3672
abgT	1527	1528	270	1.62559
abgB	1446	1447	563	3.5794
abgA	1311	1312	194	1.36031
abgR	909	910	217	2.19376
mcaS	94	95	15	1.45257
smrA	564	565	2247	36.5869
dgcM	1233	1234	1472	10.974
ynaN	48	49	11	2.06522
zntB	984	985	3049	28.4768
fnrS	122	123	183	13.6873
ynaL	174	175	297	15.6131
dbpA	1374	1375	1972	13.1939
ttcA	936	937	4503	44.2112
intR	1236	1237	871	6.47767
xisR	216	217	42	1.78057
rcbA	210	211	11	0.479602
ralA	179	180	0	0
ralR	195	196	3	0.140811
recT	810	811	319	3.6186
recE	2601	2602	827	2.92394
racC	276	277	99	3.28795
ydaE	171	172	25	1.33716
kilR	222	223	42	1.73267
sieB	489	490	243	4.56227
ydaF	156	157	27	1.5821
ydaG	135	136	119	8.04968
racR	477	478	3014	58.0077
ydaS	297	298	96	2.96364
ydaT	423	424	162	3.51495
ydaU	858	859	196	2.0991
ydaV	747	748	103	1.26679
ydaW	561	562	168	2.75007
rzoR	186	187	37.1513	1.82769
trkG	1458	1459	1602	10.1013
ynaK	264	265	193	6.70011
ydaY	360	361	275	7.00803
ynaA	1029	1030	494	4.41225
insH5	981	982	1079.89	10.1167
stfR	3363	3364	1689.63	4.62068
tfaR	576	577	231.284	3.68757
pinR	591	592	358.414	5.56972
ynaE	234	235	134.919	5.28172
ynaM	114	115	324.61	25.9678
uspF	435	436	1164	24.5605
ompN	1134	1135	400	3.24216
micC	111	112	6	0.492837
ydbK	3525	3526	12511	32.6423
ydbJ	267	268	2774	95.223
hslJ	423	424	2786	60.4485
ldhA	990	991	2789	25.8908
ydbH	2640	2641	2151	7.49277
ynbE	186	187	104	5.11637
ydbL	327	328	435	12.2007
feaR	906	907	350	3.55002
feaB	1500	1501	2821	17.2899
tynA	2274	2275	1333	5.39038
paaZ	2046	2047	258	1.1595
paaA	930	931	111	1.09684
paaB	288	289	17	0.541155
paaC	747	748	81	0.996217
paaD	498	499	100	1.84361
paaE	1071	1072	133	1.14137
paaF	768	769	102	1.22024
paaG	789	790	103	1.19945
paaH	1428	1429	207	1.33263
paaI	423	424	63	1.36693
paaJ	1206	1207	638	4.86277
paaK	1314	1315	900	6.29633
paaX	951	952	1274	12.3113
paaY	591	592	319	4.95723
ynbG	66	67	0	0
insD2	906	907	1516.17	15.3784
insC2	366	367	640.167	16.0471
insI2	1152	1153	982.063	7.83575
pdxI	861	862	774	8.26046
ydbD	2307	2308	409	1.63026
ynbA	606	607	45	0.682015
ynbB	897	898	90	0.922012
ynbC	1758	1759	692	3.61918
ynbD	1293	1294	456	3.24191
azoR	606	607	1409	21.3547
hrpA	3903	3904	7464	17.5886
ydcF	801	802	2871	32.9328
aldA	1440	1441	1288	8.22285
cybB	531	532	6158	106.487
rydC	65	66	1002	139.667
ydcA	174	175	353	18.557
yncP	69	70	3	0.39427
hokB	150	151	8.05367	0.490667
mokB	168	169	158.946	8.65235
sokB	56	57	98	15.8169
trg	1641	1642	1716	9.61423
ydcI	924	925	6950	69.1216
ydcJ	1344	1345	902	6.16957
opgD	1656	1657	5009	27.8099
ydcH	225	226	100	4.07063
rimL	540	541	758	12.8897
ydcK	981	982	451	4.22509
tehA	993	994	1235	11.4301
tehB	594	595	1312	20.2856
ydcL	669	670	3652	50.1449
insQ	1149	1150	3303	26.4229
ydcO	1176	1177	494	3.86119
sutR	537	538	663	11.3371
rlhA	1962	1963	7007	32.8384
yncJ	231	232	645	25.5766
hicA	177	178	469	24.2395
hicB	417	418	749	16.4845
ydcR	1407	1408	1949	12.7344
ydcS	1146	1147	571	4.57976
ydcT	1014	1015	287	2.60128
ydcU	942	943	375	3.65839
ydcV	795	796	205	2.36925
patD	1425	1426	1777	11.4641
yncL	96	97	1521	144.254
ortT	174	175	956	50.2563
ydcY	234	235	2430	95.1281
ydcZ	450	451	771	15.7271
mnaT	519	520	562	9.94268
curA	1038	1039	1326	11.7408
mcbR	666	667	857	11.8202
yncD	2103	2104	2265	9.9036
yncE	1062	1063	8887	76.9117
ansP	1500	1501	1895	11.6145
yncG	618	619	322	4.78559
yncH	213	214	11	0.472878
ydcD	483	484	106	2.0148
yncO	186	187	24	1.1807
ydcC	1137	1138	115.623	0.934703
pptA	234	235	446	17.4597
yddH	570	571	240	3.86675
nhoA	846	847	1563	16.9764
yddE	894	895	2450	25.1833
narV	681	682	420	5.66546
narW	696	697	304	4.01246
narY	1545	1546	743	4.4213
narZ	3741	3742	1934	4.7547
narU	1389	1390	703	4.65276
yddK	957	958	4	0.0384118
yddL	291	292	3	0.0945168
yddG	882	883	679	7.07424
fdnG	3048	3049	1068.05	3.22259
fdnH	885	886	590	6.12617
fdnI	654	655	485	6.81194
yddM	285	286	1998	64.2688
adhP	1011	1012	4302	39.1075
maeA	1698	1699	76319	413.247
sra	138	139	8749	579.047
bdm	216	217	449	19.0352
osmC	432	433	8926	189.644
ddpF	927	928	789	7.82167
ddpD	987	988	253	2.35578
ddpC	897	898	236	2.41772
ddpB	1023	1024	180	1.61712
ddpA	1551	1552	380	2.25249
ddpX	582	583	139	2.19339
dosP	2400	2401	2975	11.399
dosC	1383	1384	2107	14.0055
yddY	42	43	135	28.8826
digH	1320	1321	2579	17.9605
gadC	1536	1537	4785	28.6404
gadB	1401	1402	6079.12	39.8899
pqqL	2796	2797	1432	4.71
yddB	2373	2374	785	3.042
yddA	1686	1687	224	1.22153
yneP	123	124	39	2.89343
ydeM	1158	1159	108	0.857256
ydeN	1683	1684	629	3.4362
ydeO	762	763	109	1.31423
safA	198	199	10	0.462293
ydeP	2280	2281	1635	6.59421
ydeQ	915	916	640	6.42769
ydeR	504	505	585	10.657
ydeS	531	532	1101	19.0391
ydeT	1149	1150	6972	55.7738
hipA	1323	1324	870	6.04507
hipB	267	268	301	10.3324
lsrK	1593	1594	1092	6.30238
lsrR	954	955	793	7.63907
lsrA	1536	1537	213	1.2749
lsrC	1029	1030	602	5.37687
lsrD	993	994	489	4.52577
lsrB	1023	1024	442	3.97093
lsrF	876	877	426	4.46869
lsrG	291	292	155	4.88337
tam	759	760	1848	22.3696
yneE	915	916	3640	36.5575
uxaB	1452	1453	544	3.44432
dgcF	948	949	1532	14.8512
yneG	360	361	2147	54.7136
glsB	927	928	2562	25.3981
sad	1389	1390	1207	7.98846
yneJ	882	883	636	6.62623
yneK	1116	1117	146	1.20246
ydeA	1191	1192	4603	35.5251
marC	666	667	1289	17.7786
marR	435	436	1250	26.3751
marA	384	385	1505	35.9622
marB	219	220	724	30.2751
eamA	900	901	2296	23.4432
ydeE	1188	1189	1652	12.782
mgtS	96	97	246931	23419.3
mgtT	105	106	119.383	10.3611
mgrR	98	99	179.617	16.691
dgcZ	891	892	10527	108.57
ydeI	393	394	382	8.91944
ydeJ	519	520	420	7.43047
dcp	2046	2047	3848	17.2937
ydfG	747	748	4048	49.7862
ydfH	687	688	3627	48.4986
ydfZ	204	205	334	14.9887
ydfI	1461	1462	546	3.4357
ydfJ	1284	1285	481	3.4436
ynfT	114	115	207.39	16.5905
ydfK	234	235	73.0811	2.86093
pinQ	591	592	304.586	4.73324
tfaQ	576	577	91.716	1.46231
stfQ	963	964	252.371	2.40842
nohA	570	571	104.689	1.68669
ynfO	234	235	26.3267	1.03062
ydfO	411	412	27	0.602888
gnsB	174	175	1243	65.3437
ynfN	156	157	24	1.40631
ynfR	66	67	7	0.961155
ynfQ	189	190	13	0.629448
cspI	213	214	88	3.78303
rzpQ	498	499	47	0.866498
rzoQ	255	256	0	0
rrrQ	534	535	55	0.945756
ydfR	312	313	44	1.29324
essQ	216	217	9	0.381552
ynfU	171	172	167	8.9322
cspB	216	217	2426.45	102.868
cspF	213	214	1160.5	49.8887
ynfS	90	91	1205	121.819
ydfT	753	754	862	10.5174
ydfU	1050	1051	702	6.14476
rem	252	253	599	21.7809
hokD	156	157	5310	311.147
relE	288	289	8333	265.261
relB	240	241	9128	348.441
ydfV	306	307	1001	29.9962
flxA	333	334	363	9.9984
ydfW	150	151	70	4.26473
ydfX	291	292	57	1.79582
dicC	231	232	12	0.475843
dicA	408	409	2808	63.1603
ydfA	156	157	97	5.68385
ydfB	129	130	45	3.18449
ydfC	219	220	443	18.5247
dicF	53	54	33	5.622
dicB	189	190	21	1.0168
ydfD	192	193	32	1.52533
ynfP	111	112	14	1.14995
rspB	1020	1021	366	3.29781
rspA	1215	1216	402	3.04133
ynfA	327	328	645	18.0907
ynfB	342	343	34614	928.385
speG	561	562	32224	527.489
ynfC	711	712	2857	36.9148
ynfD	306	307	1304	39.076
ynfE	2427	2428	1731	6.55872
ynfF	2424	2425	1002	3.80125
ynfG	618	619	277	4.1168
ynfH	855	856	1140	12.2518
dmsD	615	616	1430	21.3563
clcB	1257	1258	877	6.41342
ynfK	696	697	856	11.2983
mlc	1221	1222	2397	18.0454
ynfL	894	895	649	6.67102
ynfM	1254	1255	4291	31.4547
asr	309	310	14149	419.889
ydgU	84	85	317	34.3092
ydgD	822	823	2759	30.8406
mdtI	330	331	308	8.56038
mdtJ	366	367	687	17.2211
ydgV	102	103	1976	176.49
tqsA	1035	1036	5037	44.7283
pntB	1389	1390	9342	61.8295
pntA	1533	1534	9702	58.1844
ydgH	945	946	6095	59.2725
ydgI	1383	1384	2482	16.4982
folM	723	724	962	12.2238
ydgC	336	337	242	6.60626
rstA	720	721	38660	493.284
rstB	1302	1303	21899	154.615
tus	930	931	1949	19.2589
fumC	1404	1405	6572	43.032
fumA	1647	1648	4481	25.0143
manA	1176	1177	4534	35.4385
ydgA	1509	1510	23885	145.519
uidC	1266	1267	195	1.41589
uidB	1374	1375	198	1.32475
uidA	1812	1813	304	1.54257
uidR	591	592	1591	24.724
hdhA	768	769	4236	50.6757
malI	1029	1030	596	5.32328
malX	1593	1594	3354	19.3573
malY	1173	1174	1747	13.6897
add	1002	1003	5036	46.1908
ydgJ	1041	1042	11889	104.966
blr	126	127	1161	84.1006
cnu	216	217	744	31.5416
ydgK	441	442	4488	93.4116
rsxA	582	583	4459	70.3622
rsxB	579	580	2867	45.4747
rsxC	2223	2224	6383	26.4034
rsxD	1059	1060	1715	14.8843
rsxG	621	622	621	9.18484
rsxE	696	697	796	10.5063
nth	636	637	598	8.63639
dtpA	1503	1504	23888	146.118
gstA	606	607	5672	85.9643
pdxY	864	865	3440	36.5858
tyrS	1275	1276	16667	120.165
pdxH	657	658	4147	57.98
mliC	330	331	658	18.2881
anmK	1110	1111	2128	17.6209
slyB	468	469	296096	5808.05
slyA	435	436	17132	361.486
ydhI	237	238	2717	105.023
ydhJ	858	859	5308	56.8471
ydhK	2013	2014	4104	18.7464
sodC	522	523	1229	21.6183
ydhF	897	898	1631	16.7089
ydhL	240	241	237	9.04694
nemR	600	601	956	14.6337
nemA	1098	1099	2151	18.0058
gloA	408	409	2137	48.0675
rnt	648	649	3329	47.1889
lhr	4617	4618	3951	7.87088
grxD	348	349	14083	371.228
mepH	816	817	2247	25.3018
sodB	582	583	14290	225.494
ydhP	1170	1171	5567	43.7356
cydH	90	91	999	100.994
purR	1026	1027	12988	116.344
ydhB	933	934	926	9.12083
ydhC	1212	1213	1763	13.3709
