target_id	length	eff_length	est_counts	tpm
nfsA	723	724	885	19.7891
rimK	903	904	1111	19.8961
ybjN	477	478	1735	58.7616
potF	1113	1114	2641	38.38
potG	1134	1135	863	12.3094
potH	954	955	498	8.44205
potI	846	847	369	7.05286
ybjO	489	490	686	22.6647
rlmC	1128	1129	1423	20.4048
artJ	732	733	960	21.2026
artM	669	670	967	23.3654
artQ	717	718	1239	27.9363
artI	732	733	2448	54.0667
artP	729	730	2427	53.8231
ybjP	516	517	2180	68.2634
ybjQ	324	325	405	20.1741
amiD	831	832	1610	31.3274
ybjS	1014	1015	3108	49.5721
ybjT	1431	1432	1908	21.5704
ltaE	1002	1003	2657	42.8857
poxB	1719	1720	4367	41.1033
hcr	969	970	208	3.47147
hcp	1653	1654	265	2.59378
lysO	900	901	1572	28.2455
aqpZ	696	697	409	9.49976
ybjD	1659	1660	4848	47.2799
ybjX	993	994	33714	549.093
macA	1116	1117	623	9.02936
macB	1947	1948	1107	9.19985
cspD	225	226	4403	315.4
yljB	75	76	335	71.3597
clpS	321	322	411	20.6637
clpA	2277	2278	46230	328.543
serW	88	89	320.5	58.2989
infA	219	220	7587	558.302
aat	705	706	1599	36.6662
cydC	1722	1723	2816	26.4588
cydD	1767	1768	3258	29.8326
trxB	966	967	10647	178.247
lrp	495	496	6365	207.749
ftsK	3990	3991	14173	57.4913
lolA	612	613	2375	62.7228
rarA	1344	1345	2087	25.1201
serS	1293	1294	9111	113.987
dmsA	2445	2446	797	5.27502
dmsB	618	619	158	4.13227
dmsC	864	865	327	6.12003
ycaC	627	628	5202	134.101
ycaD	1149	1150	2602	36.6295
ycaM	1431	1432	257	2.90544
ycaN	909	910	413	7.34735
ycaK	591	592	158	4.32073
pflA	741	742	2876	62.749
pflB	2283	2284	41055	290.999
focA	858	859	2652	49.9807
ycaO	1761	1762	1319	12.1188
ycaP	693	694	1002	23.3739
serC	1089	1090	8901	132.201
aroA	1284	1285	2321	29.2411
ycaL	765	766	249	5.26251
cmk	684	685	23904	564.94
rpsA	1674	1675	263618	2547.9
ihfB	285	286	17366	983.005
ycaI	2265	2266	1155	8.25171
msbA	1749	1750	9476	87.6615
lpxK	987	988	1909	31.2803
ycaQ	1233	1234	775	10.1674
ycaR	183	184	344	30.2665
kdsB	747	748	4272	92.4595
ycbJ	894	895	942	17.0392
elyC	780	781	473	9.80465
cmoM	786	787	2905	59.7576
mukF	1323	1324	2825	34.5424
mukE	705	706	1427	32.7221
mukB	4461	4462	9605	34.849
ldtD	1848	1849	4126	36.1255
mepK	549	550	12690	373.526
gloC	648	649	7263	181.173
aspC	1191	1192	18426	250.252
ompF	1089	1090	30844.6	458.116
asnS	1401	1402	16333	188.599
pncB	1203	1204	11663	156.822
pepN	2613	2614	13135	81.3479
ssuB	768	769	106	2.23152
ssuC	792	793	104	2.12316
ssuD	1146	1147	172	2.42766
ssuA	960	961	61	1.02761
ssuE	576	577	77	2.16041
elfA	540	541	86	2.57349
elfD	702	703	57	1.31263
elfC	2601	2602	621	3.86373
elfG	1071	1072	442	6.67497
ycbU	543	544	48	1.42845
ycbV	516	517	89	2.7869
ycbF	711	712	470	10.6866
pyrD	1011	1012	1394	22.3
zapC	543	544	5875	174.836
ycbX	1110	1111	2007	29.2453
rlmL	2109	2110	7406	56.8229
uup	1908	1909	5146	43.6401
pqiA	1254	1255	1648	21.2586
pqiB	1641	1642	1899	18.7229
pqiC	564	565	471	13.4957
rmf	168	169	25210	2414.95
fabA	519	520	3234	100.684
ycbZ	1761	1762	6210	57.0568
matP	453	454	746	26.6014
ompA	1041	1042	750754	11664.1
sulA	510	511	1588	50.3097
sxy	630	631	559	14.3418
yccS	2154	2155	5955	44.7359
yccF	447	448	971	35.0884
helD	2055	2056	3346	26.3466
mgsA	459	460	2534	89.1807
yccT	663	664	265	6.461
yccU	414	415	1543	60.1921
hspQ	318	319	4949	251.159
rlmI	1191	1192	2823	38.3404
yccX	279	280	224	12.9513
tusE	330	331	780	38.1495
yccA	660	661	35028	857.898
serT	88	89	66	12.0054
hyaA	1119	1120	275	3.975
hyaB	1794	1795	425	3.83307
hyaC	708	709	97	2.21487
hyaD	588	589	140	3.848
hyaE	399	400	84	3.39971
hyaF	858	859	191	3.59967
appC	1545	1546	7344	76.9033
appB	1137	1138	3364	47.8559
appX	93	94	12	2.06669
appA	1299	1300	3423	42.6271
etk	2181	2182	1044	7.74583
etp	447	448	73	2.63795
gfcE	1140	1141	211	2.99377
gfcD	2097	2098	482	3.71932
gfcC	747	748	106	2.29417
gfcB	645	646	90	2.25544
gfcA	306	307	549	28.9505
insA4	276	277	611.995	35.7676
insB4	504	505	6206.99	198.981
cspH	213	214	82.6603	6.25324
cspG	213	214	2669.05	201.913
ymcF	189	190	770	65.6084
ymcE	231	232	12	0.837366
gnsA	174	175	35	3.23781
yccM	1074	1075	259	3.90044
torS	2745	2746	1315	7.7526
torT	1029	1030	307	4.82529
torR	693	694	441	10.2873
torC	1173	1174	73	1.00665
torA	2547	2548	452	2.87185
torD	600	601	369	9.93971
cbpM	306	307	268	14.1325
cbpA	921	922	2558	44.915
yccE	1257	1258	69	0.887954
agp	1242	1243	1258	16.3844
yccJ	228	229	507	35.8422
wrbA	597	598	4114	111.374
ymdF	174	175	1458	134.878
rutG	1329	1330	439	5.34361
rutF	495	496	71	2.31739
rutE	591	592	77	2.10567
rutD	801	802	88	1.77636
rutC	387	388	68	2.83726
rutB	693	694	54	1.25967
rutA	1149	1150	30	0.422324
rutR	639	640	943	23.8536
putA	3963	3964	12817	52.3449
ymdG	27	28	152	87.8835
putP	1509	1510	2744	29.4191
efeO	1128	1129	3258	46.7175
efeB	1272	1273	2014	25.6126
phoH	1065	1066	19441	295.246
pgaD	414	415	382	14.9018
pgaC	1326	1327	191	2.33015
pgaB	2019	2020	201	1.61089
pgaA	2424	2425	464	3.09762
dgcT	1359	1360	288	3.42827
insF4	867	868	1022	19.0613
insE4	300	301	326.8	17.5767
ycdU	987	988	117	1.91713
serX	88	89	320.5	58.2989
ghrA	939	940	3768	64.8941
ycdX	738	739	2604	57.0451
ycdY	555	556	2241	65.2513
ycdZ	492	493	1198	39.3398
csgG	834	835	415	8.04607
csgF	417	418	105	4.06663
csgE	390	391	71	2.9397
csgD	651	652	426	10.5775
csgB	456	457	20	0.708493
csgA	456	457	260	9.21041
csgC	333	334	78	3.78068
ymdA	312	313	162	8.37901
ymdB	534	535	1241	37.5526
clsC	1422	1423	1454	16.5418
opgC	1158	1159	649	9.06532
opgG	1536	1537	11383	119.896
opgH	2544	2545	9136	58.1153
yceK	228	229	2407	170.162
msyB	375	376	2486	107.037
mdtG	1227	1228	840	11.074
lpxL	921	922	3014	52.9218
trhO	1053	1054	4169	64.0344
yceI	576	577	483	13.5517
yceJ	567	568	164	4.67431
yceO	141	142	32	3.64824
solA	1119	1120	1532	22.1443
bssS	255	256	3862	244.227
dinI	246	247	393	25.7583
pyrC	1047	1048	11347	175.284
yceB	561	562	1515	43.6414
grxB	648	649	4746	118.387
mdtH	1209	1210	650	8.69661
rimJ	585	586	1684	46.5229
yceH	648	649	1676	41.8072
yceM	924	925	2284	39.9739
murJ	1536	1537	2180	22.9617
flgN	417	418	886	34.3146
flgM	294	295	1373	75.3478
flgA	660	661	491	12.0255
flgB	417	418	550	21.3014
flgC	405	406	312	12.4409
flgD	696	697	926	21.508
flgE	1209	1210	1553	20.7782
flgF	756	757	688	14.7135
flgG	783	784	701	14.4752
flgH	699	700	231	5.34239
flgI	1098	1099	309	4.5518
flgJ	942	943	205	3.51936
flgK	1644	1645	4843	47.6618
flgL	954	955	3104	52.6187
rne	3186	3187	24404	123.966
yceQ	321	322	4236	212.972
rluC	960	961	3202	53.9411
yceF	585	586	1595	44.0641
sraB	169	170	3430	326.638
yceD	522	523	60787	1881.62
rpmF	174	175	45793	4236.26
plsX	1071	1072	7982	120.542
fabH	954	955	8353	141.599
fabD	930	931	11169	194.217
fabG	735	736	16980	373.493
acpP	237	238	26563	1806.85
fabF	1242	1243	59456	774.367
pabC	810	811	1831	36.5502
mltG	1023	1024	1370	21.6592
tmk	642	643	1726	43.4562
holB	1005	1006	1978	31.831
ycfH	798	799	2531	51.2823
ptsG	1434	1435	10743	121.198
fhuE	2190	2191	1167	8.62284
hinT	360	361	2823	126.598
ycfL	378	379	1700	72.6159
lpoB	642	643	3619	91.117
thiK	825	826	779	15.2679
nagZ	1026	1027	2093	32.9929
ycfP	543	544	1949	58.0009
ndh	1305	1306	4430	54.9139
ycfJ	540	541	2818	84.3268
comR	633	634	3243	82.8094
bhsA	258	259	705	44.0668
ldtC	963	964	1148	19.2791
mfd	3447	3448	5053	23.7249
ycfT	1074	1075	127	1.91257
lolC	1200	1201	2866	38.6327
lolD	702	703	1029	23.6964
lolE	1245	1246	2506	32.56
nagK	912	913	2116	37.5204
cobB	840	841	1192	22.9458
ycfZ	789	790	148	3.03289
ymfA	462	463	98	3.42663
potD	1047	1048	7851	121.279
potC	795	796	836	17.0026
potB	828	829	1190	23.2388
potA	1137	1138	3914	55.6802
pepT	1227	1228	2412	31.7981
roxA	1122	1123	15087	217.493
phoQ	1461	1462	40125	444.314
phoP	672	673	55865	1343.84
purB	1371	1372	8448	99.6832
hflD	642	643	2749	69.2127
mnmA	1107	1108	6403	93.5547
nudJ	462	463	515	18.0073
rluE	654	655	1166	28.819
icd	1251	1252	79314	1025.58
ymfD	666	667	63	1.5291
ymfE	705	706	74	1.69687
lit	894	895	210	3.79855
intE	1128	1129	340	4.87536
xisE	246	247	48	3.14605
ymfH	312	313	202	10.4479
ymfI	342	343	764	36.0596
ymfJ	309	310	296	15.458
ymfK	675	676	949	22.727
ymfT	201	202	79	6.33137
ymfL	558	559	143	4.14139
ymfM	339	340	49	2.33313
ymfN	1368	1369	145	1.71469
ymfR	183	184	4	0.351936
beeE	474	475	35	1.19288
ymfQ	585	586	48	1.32607
ycfK	630	631	66	1.69331
tfaP	414	415	44	1.71643
tfaE	603	604	302	8.09454
pinE	555	556	30	0.873511
mcrA	834	835	226	4.38171
iraM	324	325	8168	406.869
ymgK	45	46	1126	396.28
ymgL	111	112	180	26.0182
ycgX	405	406	404	16.1093
bluR	732	733	2465	54.4421
bluF	1212	1213	1475	19.6858
ycgZ	237	238	82	5.57775
ymgA	273	274	50	2.95421
ariR	267	268	54	3.26198
ymgC	249	250	45	2.91403
pdeG	1524	1525	167	1.77284
ymgF	219	220	18	1.32456
ymgD	330	331	329	16.0913
ymgG	345	346	79	3.69635
ymgI	174	175	7	0.647563
ymgJ	186	187	53	4.58835
minE	267	268	681	41.1372
minD	813	814	6470	128.677
minC	696	697	5908	137.224
ycgJ	369	370	722	31.5906
pliG	402	403	658	26.4328
ycgL	327	328	1780	87.8553
ycgM	660	661	1852	45.3588
ycgN	462	463	994	34.7558
hlyE	912	913	49	0.868855
umuD	420	421	125	4.80673
umuC	1269	1270	391	4.9842
dsbB	531	532	2861	87.0619
nhaB	1542	1543	3899	40.9081
fadR	720	721	1776	39.8777
ycgB	1533	1534	2090	22.0568
dadA	1299	1300	5292	65.902
dadX	1071	1072	2942	44.4293
ymgM	204	205	344.65	27.2174
cvrA	1737	1738	1570.35	14.6274
ldcA	915	916	1283	22.6753
emtA	612	613	1407	37.1583
ycgR	735	736	2152	47.3354
ymgE	255	256	160	10.1182
ycgY	441	442	111	4.06558
treA	1698	1699	1130	10.7673
dhaM	1419	1420	3511	40.0281
dhaL	633	634	1135	28.982
dhaK	1071	1072	1774	26.7905
dhaR	1920	1921	788	6.64081
ycgV	2868	2869	1168	6.59074
ychF	1092	1093	4132	61.2015
pth	585	586	1912	52.8217
ychH	279	280	319	18.444
dauA	1680	1681	1089	10.4877
prs	948	949	27838	474.891
ispE	852	853	5951	112.944
lolB	624	625	1264	32.7408
hemA	1257	1258	5508	70.8819
prfA	1083	1084	2356	35.1858
prmC	834	835	637	12.3502
ychQ	393	394	364	14.9564
ychA	810	811	2896	57.8096
kdsA	855	856	10540	199.337
ldrA	108	109	322.453	47.8919
rdlA	67	68	12.0765	2.87511
ldrB	108	109	62.094	9.22242
rdlB	66	67	2	0.483256
ldrC	108	109	322.453	47.8919
rdlC	68	69	147.923	34.7064
chaA	1101	1102	5046	74.1289
chaB	231	232	316	22.0506
chaC	696	697	1452	33.7253
ychN	354	355	238	10.8535
ychO	1395	1396	858	9.95002
narL	651	652	1378	34.2156
narX	1797	1798	2116	19.0523
narK	1392	1393	485	5.63654
narG	3744	3745	2845	12.2985
narH	1539	1540	942	9.90267
narJ	711	712	275	6.2528
narI	678	679	310	7.39118
ychS	276	277	2330.56	136.208
rttR	171	172	194.829	18.3378
tpr	90	91	0	0
tyrV	85	86	705.458	132.799
tyrT	85	86	705.458	132.799
purU	843	844	2915	55.9137
ychJ	459	460	2434	85.6613
rssA	906	907	2982	53.2258
rssB	1014	1015	1940	30.9427
galU	909	910	4075	72.495
hns	414	415	63185	2464.84
tdk	618	619	1617	42.2904
adhE	2676	2677	28469	172.165
ychT	54	55	28	8.24171
ychE	648	649	1265	31.555
insH21	981	982	10772.2	177.589
oppA	1632	1633	83805	830.818
oppB	921	922	11479	201.556
oppC	909	910	11463	203.929
oppD	1014	1015	10590	168.909
oppF	1005	1006	9366	150.723
yciU	330	331	803	39.2744
clsA	1461	1462	3672	40.6609
yciY	174	175	536	49.5848
kch	1254	1255	1456	18.7819
yciI	297	298	964	52.37
tonB	720	721	3738	83.9317
yciA	399	400	1036	41.9297
yciB	540	541	1001	29.9543
yciC	744	745	2462	53.5
ompW	639	640	1218	30.8098
yciE	507	508	105	3.34617
yciF	501	502	54	1.74145
yciG	180	181	79	7.06595
trpA	807	808	2990	59.9076
trpB	1194	1195	2974	40.2898
trpC	1362	1363	1898	22.5436
trpD	1596	1597	1578	15.9965
trpE	1563	1564	1174	12.1522
trpL	45	46	80	28.1549
yciV	882	883	1260	23.1011
yciO	621	622	1081	28.1357
yciQ	1896	1897	737	6.28959
rluB	876	877	3894	71.8817
btuR	591	592	609	16.654
yciK	759	760	1834	39.0668
sohB	1050	1051	4294	66.1426
yciN	252	253	2956	189.15
topA	2598	2599	15710	97.857
cysB	975	976	4011	66.5311
ymiA	141	142	265	30.212
yciX	168	169	892	85.4477
ymiC	96	97	157	26.2029
acnA	2676	2677	8160	49.3473
ribA	591	592	2876	78.6483
pgpB	765	766	1171	24.7486
lapA	309	310	1707	89.1444
lapB	1170	1171	3538	48.9128
pyrF	738	739	5545	121.473
yciH	327	328	785	38.7452
osmB	219	220	1824	134.222
yciT	750	751	1307	28.1746
yciZ	174	175	631	58.3732
ymiD	129	130	9	1.12078
pdeR	1986	1987	7379	60.1204
ymiB	105	106	23	3.51272
rnb	1935	1936	9383	78.4618
yciW	1128	1129	2832	40.6089
fabI	789	790	15810	323.986
ycjD	354	355	265	12.0848
sapF	807	808	621	12.4423
sapD	993	994	933	15.1956
sapC	891	892	415	7.53191
sapB	966	967	557	9.32504
sapA	1644	1645	1943	19.1218
ymjA	246	247	410	26.8726
puuP	1386	1387	475	5.5442
ymjE	165	166	130	12.6782
puuA	1419	1420	1470	16.7591
puuD	765	766	1406	29.7152
puuR	558	559	960	27.8023
puuC	1488	1489	578	6.28427
puuB	1281	1282	326	4.11672
puuE	1266	1267	289	3.69269
pspF	978	979	552	9.12806
pspA	669	670	2369	57.2417
pspB	225	226	261	18.6962
pspC	360	361	911	40.8539
pspD	222	223	302	21.9242
pspE	315	316	501	25.6669
ycjM	1680	1681	28	0.269657
ycjN	1293	1294	26	0.325283
ycjO	882	883	21	0.385018
ycjP	843	844	31	0.594622
ycjQ	1053	1054	99	1.52061
ycjR	789	790	71	1.45497
ycjS	1056	1057	157	2.40462
ycjT	2268	2269	217	1.54827
ycjU	660	661	33	0.808229
ompG	906	907	63	1.12449
ycjW	999	1000	651	10.5391
ycjX	1398	1399	1297	15.0087
ycjF	1062	1063	915	13.9351
tyrR	1542	1543	3129	32.8293
tpx	507	508	44484	1417.63
ycjG	966	967	1611	26.9706
mpaA	729	730	2888	64.0466
ymjC	183	184	81	7.12671
ymjD	66	67	0	0
ycjY	921	922	289	5.07445
pgrR	900	901	714	12.8291
mppA	1614	1615	1742	17.4621
ynaI	1032	1033	3566	55.886
insH4	981	982	10772.2	177.589
ynaJ	258	259	2067	129.2
uspE	951	952	9093	154.629
fnr	753	754	19700	422.977
ogt	516	517	641	20.0719
abgT	1527	1528	159	1.6846
abgB	1446	1447	398	4.45283
abgA	1311	1312	127	1.56708
abgR	909	910	136	2.41947
mcaS	94	95	4	0.681645
smrA	564	565	1361	38.997
dgcM	1233	1234	1111	14.5754
ynaN	48	49	4	1.32156
zntB	984	985	2144	35.2379
fnrS	122	123	72	9.47653
ynaL	174	175	310	28.6778
dbpA	1374	1375	1271	14.9646
ttcA	936	937	2853	49.2929
intR	1236	1237	569	7.44671
xisR	216	217	12	0.895248
rcbA	210	211	16	1.22761
ralA	179	180	0	0
ralR	195	196	2	0.165195
recT	810	811	190	3.79275
recE	2601	2602	520	3.23533
racC	276	277	47	2.74688
ydaE	171	172	13	1.22359
kilR	222	223	13	0.943758
sieB	489	490	145	4.79064
ydaF	156	157	11	1.13427
ydaG	135	136	78	9.28491
racR	477	478	2064	69.9043
ydaS	297	298	71	3.85713
ydaT	423	424	107	4.08545
ydaU	858	859	134	2.52542
ydaV	747	748	51	1.1038
ydaW	561	562	137	3.94645
rzoR	186	187	17	1.47173
trkG	1458	1459	900	9.98641
ynaK	264	265	134	8.18617
ydaY	360	361	146	6.54738
ynaA	1029	1030	270	4.24374
insH5	981	982	757.755	12.4922
stfR	3363	3364	1002.96	4.8267
tfaR	576	577	135.882	3.81249
pinR	591	592	227.824	6.23018
ynaE	234	235	75.2162	5.18162
ynaM	114	115	192.07	27.0386
uspF	435	436	883	32.7866
ompN	1134	1135	210	2.99534
micC	111	112	3	0.433636
ydbK	3525	3526	9908	45.491
ydbJ	267	268	2361	142.621
hslJ	423	424	1652	63.0763
ldhA	990	991	2355	38.4715
ydbH	2640	2641	1240	7.60108
ynbE	186	187	83	7.18553
ydbL	327	328	302	14.9058
feaR	906	907	231	4.12313
feaB	1500	1501	1610	17.3647
tynA	2274	2275	701	4.98837
paaZ	2046	2047	158	1.24957
paaA	930	931	59	1.02595
paaB	288	289	8	0.44814
paaC	747	748	44	0.952299
paaD	498	499	46	1.49238
paaE	1071	1072	94	1.41956
paaF	768	769	68	1.43154
paaG	789	790	46	0.942655
paaH	1428	1429	83	0.940303
paaI	423	424	48	1.83273
paaJ	1206	1207	403	5.4053
paaK	1314	1315	549	6.75878
paaX	951	952	810	13.7743
paaY	591	592	167	4.56685
ynbG	66	67	0	0
insD2	906	907	831.667	14.8444
insC2	366	367	422.167	18.6226
insI2	1152	1153	574.476	8.06612
pdxI	861	862	662	12.4329
ydbD	2307	2308	229	1.60628
ynbA	606	607	45	1.20018
ynbB	897	898	47	0.847312
ynbC	1758	1759	349	3.21204
ynbD	1293	1294	271	3.39045
azoR	606	607	1125	30.0045
hrpA	3903	3904	4762	19.747
ydcF	801	802	2150	43.3996
aldA	1440	1441	812	9.1225
cybB	531	532	4617	140.498
rydC	65	66	773	189.608
ydcA	174	175	214	19.7969
yncP	69	70	1	0.231272
hokB	150	151	1.01178	0.108475
mokB	168	169	94.9882	9.09924
sokB	56	57	49	13.9169
trg	1641	1642	1035	10.2044
ydcI	924	925	4169	72.9646
ydcJ	1344	1345	554	6.66821
opgD	1656	1657	3464	33.8437
ydcH	225	226	49	3.51002
rimL	540	541	528	15.8001
ydcK	981	982	315	5.19303
tehA	993	994	872	14.2021
tehB	594	595	961	26.1474
ydcL	669	670	3279	79.2298
insQ	1149	1150	1985	27.9438
ydcO	1176	1177	258	3.54867
sutR	537	538	396	11.9161
rlhA	1962	1963	3747	30.9019
yncJ	231	232	402	28.0518
hicA	177	178	310	28.1945
hicB	417	418	584	22.6182
ydcR	1407	1408	1357	15.6027
ydcS	1146	1147	331	4.67183
ydcT	1014	1015	153	2.44032
ydcU	942	943	250	4.29191
ydcV	795	796	154	3.13206
patD	1425	1426	1276	14.4862
yncL	96	97	992	165.562
ortT	174	175	440	40.704
ydcY	234	235	1778	122.486
ydcZ	450	451	408	14.6455
mnaT	519	520	288	8.96626
curA	1038	1039	1082	16.8591
mcbR	666	667	534	12.961
yncD	2103	2104	1379	10.6106
yncE	1062	1063	5626	85.6818
ansP	1500	1501	1026	11.0659
yncG	618	619	227	5.93687
yncH	213	214	7	0.529549
ydcD	483	484	50	1.67243
yncO	186	187	24	2.07774
ydcC	1137	1138	67.8717	0.965537
pptA	234	235	325	22.3891
yddH	570	571	149	4.22447
nhoA	846	847	951	18.1769
yddE	894	895	1425	25.7759
narV	681	682	264	6.26674
narW	696	697	210	4.87763
narY	1545	1546	728	7.62332
narZ	3741	3742	1768	7.64893
narU	1389	1390	571	6.65033
yddK	957	958	5	0.0844941
yddL	291	292	2	0.110884
yddG	882	883	400	7.33367
fdnG	3048	3049	623.039	3.30811
fdnH	885	886	273	4.98828
fdnI	654	655	252	6.22847
yddM	285	286	1114	63.0581
adhP	1011	1012	2698	43.1602
maeA	1698	1699	58259	555.126
sra	138	139	7169	834.96
bdm	216	217	312	23.2765
osmC	432	433	8357	312.453
ddpF	927	928	468	8.16432
ddpD	987	988	142	2.32677
ddpC	897	898	143	2.57799
ddpB	1023	1024	89	1.40706
ddpA	1551	1552	226	2.35743
ddpX	582	583	108	2.99901
dosP	2400	2401	2232	15.0496
dosC	1383	1384	1710	20.0024
yddY	42	43	138	51.9556
digH	1320	1321	1819	22.2921
gadC	1536	1537	5883	61.9651
gadB	1401	1402	7940.9	91.6946
pqqL	2796	2797	784	4.5378
yddB	2373	2374	449	3.06188
yddA	1686	1687	100	0.959637
yneP	123	124	27	3.52504
ydeM	1158	1159	68	0.949834
ydeN	1683	1684	348	3.34549
ydeO	762	763	90	1.90959
safA	198	199	9	0.732169
ydeP	2280	2281	1058	7.50901
ydeQ	915	916	301	5.31977
ydeR	504	505	231	7.4053
ydeS	531	532	507	15.4283
ydeT	1149	1150	3217	45.2872
hipA	1323	1324	652	7.97226
hipB	267	268	187	11.2961
lsrK	1593	1594	708	7.19063
lsrR	954	955	520	8.81499
lsrA	1536	1537	142	1.49567
lsrC	1029	1030	401	6.30274
lsrD	993	994	231	3.76225
lsrB	1023	1024	297	4.69546
lsrF	876	877	315	5.81478
lsrG	291	292	153	8.48263
tam	759	760	1468	31.2705
yneE	915	916	2351	41.5508
uxaB	1452	1453	293	3.26456
dgcF	948	949	710	12.112
yneG	360	361	1108	49.6884
glsB	927	928	1426	24.8767
sad	1389	1390	757	8.81664
yneJ	882	883	365	6.69197
yneK	1116	1117	74	1.07251
ydeA	1191	1192	3089	41.9531
marC	666	667	724	17.5725
marR	435	436	472	17.5258
marA	384	385	755	31.7474
marB	219	220	404	29.729
eamA	900	901	1277	22.945
ydeE	1188	1189	1021	13.9016
mgtS	96	97	177605	29641.9
mgtT	105	106	118.996	18.1739
mgrR	98	99	167.004	27.3095
dgcZ	891	892	5506	99.9294
ydeI	393	394	258	10.601
ydeJ	519	520	284	8.84173
dcp	2046	2047	3163	25.0152
ydfG	747	748	3241	70.1454
ydfH	687	688	2129	50.0967
ydfZ	204	205	187	14.7676
ydfI	1461	1462	357	3.95315
ydfJ	1284	1285	245	3.08663
ynfT	114	115	105.93	14.9122
ydfK	234	235	45.7838	3.15403
pinQ	591	592	199.176	5.44674
tfaQ	576	577	29.1179	0.816971
stfQ	963	964	152.038	2.55327
nohA	570	571	56.6519	1.6062
ynfO	234	235	15.4581	1.0649
ydfO	411	412	24	0.943053
gnsB	174	175	853	78.9102
ynfN	156	157	5	0.515576
ynfR	66	67	10	2.41628
ynfQ	189	190	7	0.59644
cspI	213	214	78	5.90069
rzpQ	498	499	18	0.583975
rzoQ	255	256	0	0
rrrQ	534	535	30	0.907799
ydfR	312	313	33	1.70684
essQ	216	217	4	0.298416
ynfU	171	172	89	8.3769
cspB	216	217	1252.95	93.4751
cspF	213	214	614.34	46.4747
ynfS	90	91	732	130.224
ydfT	753	754	489	10.4993
ydfU	1050	1051	385	5.93035
rem	252	253	282	18.0447
hokD	156	157	2552	263.15
relE	288	289	3878	217.236
relB	240	241	4524	303.898
ydfV	306	307	462	24.3627
flxA	333	334	188	9.11241
ydfW	150	151	31	3.32358
ydfX	291	292	43	2.38401
dicC	231	232	5	0.348902
dicA	408	409	1830	72.4352
ydfA	156	157	36	3.71214
ydfB	129	130	27	3.36235
ydfC	219	220	231	16.9985
dicF	53	54	8	2.39838
dicB	189	190	16	1.36329
ydfD	192	193	30	2.51644
ynfP	111	112	8	1.15636
rspB	1020	1021	216	3.42492
rspA	1215	1216	260	3.46148
ynfA	327	328	375	18.5089
ynfB	342	343	28722	1355.63
speG	561	562	25684	739.858
ynfC	711	712	1810	41.1548
ynfD	306	307	1069	56.3717
ynfE	2427	2428	1123	7.48778
ynfF	2424	2425	596	3.97884
ynfG	618	619	205	5.36149
ynfH	855	856	582	11.0071
dmsD	615	616	886	23.2849
clcB	1257	1258	444	5.71379
ynfK	696	697	546	12.6818
mlc	1221	1222	1515	20.0707
ynfL	894	895	331	5.98724
ynfM	1254	1255	2707	34.9194
asr	309	310	14449	754.568
ydgU	84	85	261	49.71
ydgD	822	823	1684	33.1256
mdtI	330	331	151	7.38535
mdtJ	366	367	277	12.219
ydgV	102	103	887	139.415
tqsA	1035	1036	3357	52.4582
pntB	1389	1390	6117	71.2436
pntA	1533	1534	6927	73.1041
ydgH	945	946	4386	75.0584
ydgI	1383	1384	1067	12.481
folM	723	724	631	14.1095
ydgC	336	337	122	5.86073
rstA	720	721	25522	573.062
rstB	1302	1303	13363	166.028
tus	930	931	1335	23.2142
fumC	1404	1405	5074	58.465
fumA	1647	1648	3100	30.4527
manA	1176	1177	4021	55.3069
ydgA	1509	1510	19408	208.078
uidC	1266	1267	92	1.17553
uidB	1374	1375	91	1.07142
uidA	1812	1813	161	1.43764
uidR	591	592	914	24.9946
hdhA	768	769	3647	76.7771
malI	1029	1030	341	5.35968
malX	1593	1594	1817	18.4539
malY	1173	1174	1220	16.8234
add	1002	1003	3648	58.8811
ydgJ	1041	1042	9505	147.675
blr	126	127	711	90.6333
cnu	216	217	498	37.1528
ydgK	441	442	2731	100.028
rsxA	582	583	2437	67.672
rsxB	579	580	1247	34.8065
rsxC	2223	2224	3026	22.027
rsxD	1059	1060	922	14.0814
rsxG	621	622	401	10.437
rsxE	696	697	537	12.4728
nth	636	637	341	8.66636
dtpA	1503	1504	13856	149.146
gstA	606	607	5059	134.927
pdxY	864	865	2077	38.8725
tyrS	1275	1276	9835	124.78
pdxH	657	658	2789	68.619
mliC	330	331	380	18.5856
anmK	1110	1111	1498	21.8283
slyB	468	469	182676	6305.66
slyA	435	436	10119	375.728
ydhI	237	238	1462	99.4472
ydhJ	858	859	2842	53.5615
ydhK	2013	2014	2176	17.4913
sodC	522	523	1099	34.0187
ydhF	897	898	1373	24.7523
ydhL	240	241	150	10.0762
nemR	600	601	555	14.95
nemA	1098	1099	1352	19.9159
gloA	408	409	1752	69.3478
rnt	648	649	2097	52.3089
lhr	4617	4618	2436	8.53975
grxD	348	349	10000	463.87
mepH	816	817	1514	30.0003
sodB	582	583	12473	346.357
ydhP	1170	1171	3130	43.2722
cydH	90	91	560	99.6251
purR	1026	1027	6124	96.5354
ydhB	933	934	427	7.40122
ydhC	1212	1213	1007	13.4397
cfa	1149	1150	11664.4	164.205
ribC	642	643	1919	48.3154
mdtK	1374	1375	6882	81.0278
ydhQ	1257	1258	3036	39.07
valV	77	78	46.4885	9.6488
valW	77	78	278.011	57.7017
ydhR	306	307	2496	131.622
ydhS	1605	1606	759	7.651
ydhT	813	814	133	2.64514
